x,y,tuple,type
1.2871287128712883,483.730972216164,0,mean
1.2871287128712883,1159.9424259606565,0,up
1.2871287128712883,-190.2778383565401,0,down
2.0792079207920793,465.9353600558293,1,mean
2.0792079207920793,1060.6490164434958,1,up
2.0792079207920793,-108.9545077855962,1,down
2.970297029702971,448.1179395472584,2,mean
2.970297029702971,945.9152963754563,2,up
2.970297029702971,-29.855628734693028,2,down
3.762376237623762,434.72761373053595,3,mean
3.762376237623762,851.0271732019075,3,up
3.762376237623762,38.25184280541498,3,down
4.653465346534656,416.9101932219651,4,mean
4.653465346534656,760.5225280237353,4,up
4.653465346534656,77.703144763806,4,down
5.544554455445546,399.09277271339465,5,mean
5.544554455445546,700.8548872508478,5,up
5.544554455445546,95.12801500413502,5,down
6.435643564356436,372.464779517599,6,mean
6.435643564356436,654.4031055087962,6,up
6.435643564356436,94.93173987001433,6,down
7.326732673267326,354.6473590090284,7,mean
7.326732673267326,627.7751123130007,7,up
7.326732673267326,88.12753522047501,7,down
8.217821782178216,336.82993850045773,8,mean
8.217821782178216,616.5656213198486,8,up
8.217821782178216,61.49954202467916,8,down
9.009900990099009,314.6290399965103,9,mean
9.009900990099009,607.5805818467386,9,up
9.009900990099009,30.48807083350698,9,down
9.801980198019802,292.4281414925633,10,mean
9.801980198019802,589.7849696864039,10,up
9.801980198019802,1.6792428141409346,10,down
10.693069306930692,261.39486195315567,11,mean
10.693069306930692,563.1569764906089,11,up
10.693069306930692,-38.164609412491245,11,down
11.386138613861387,225.99991276660694,12,mean
11.386138613861387,540.9778863348974,12,up
11.386138613861387,-82.37013128626495,12,down
12.17821782178218,194.988441575435,13,mean
12.17821782178218,516.5743446591443,13,up
12.17821782178218,-126.59746150827436,13,down
12.871287128712872,172.80935141972327,14,mean
12.871287128712872,503.2058271906576,14,up
12.871287128712872,-155.3844811794047,14,down
13.663366336633665,168.22959829022534,15,mean
13.663366336633665,487.61285820212834,15,up
13.663366336633665,-146.7483752780654,15,down
14.455445544554454,185.67627687878894,16,mean
14.455445544554454,489.64103458804834,16,up
14.455445544554454,-124.89641034588908,16,down
15.14851485148515,211.955336502813,17,mean
15.14851485148515,515.9200942120724,17,up
15.14851485148515,-98.61735072186525,17,down
15.841584158415845,238.23439612683705,18,mean
15.841584158415845,544.4017970079028,18,up
15.841584158415845,-67.93300475422848,18,down
16.633663366336634,264.49164740262563,19,mean
16.633663366336634,570.6590482836914,19,up
16.633663366336634,-48.28368299385875,19,down
17.623762376237625,277.48942295110555,20,mean
17.623762376237625,577.0488943167525,20,up
17.623762376237625,-24.27269158634772,20,down
18.712871287128714,294.870676494962,21,mean
18.712871287128714,576.8090024861592,21,up
18.712871287128714,8.527064160152577,21,down
19.801980198019805,307.84664369520624,22,mean
19.801980198019805,589.7849696864034,22,up
19.801980198019805,25.90831770400905,22,down
20.89108910891089,316.4173245518382,23,mean
20.89108910891089,600.5582937148415,23,up
20.89108910891089,32.27635538883487,23,down
21.980198019801982,324.98800540847014,24,mean
21.980198019801982,609.1289745714735,24,up
21.980198019801982,34.23910673004798,24,down
22.97029702970297,324.7699219261133,25,mean
22.97029702970297,630.9373228071788,25,up
22.97029702970297,27.4130937322725,25,down
24.15841584158416,337.7240807781218,26,mean
24.15841584158416,663.7152702054434,26,up
24.15841584158416,9.530248178993816,26,down
25.346534653465348,346.2729532865178,27,mean
25.346534653465348,681.0747154010645,27,up
25.346534653465348,9.268548000165083,27,down
26.534653465346537,354.8218257949138,28,mean
26.534653465346537,687.4209447376544,28,up
26.534653465346537,17.8174205085611,28,down
27.524752475247524,354.60374231255673,29,mean
27.524752475247524,685.0002180834912,29,up
27.524752475247524,24.20726654162263,29,down
28.51485148514851,358.79094517381213,30,mean
28.51485148514851,686.9847777729403,30,up
28.51485148514851,37.20504209010301,30,down
29.504950495049506,362.97814803506753,31,mean
29.504950495049506,686.766694290583,31,up
29.504950495049506,45.79753129497067,31,down
30.594059405940598,367.143542548087,32,mean
30.594059405940598,682.1215161163776,32,up
30.594059405940598,49.96292580799013,32,down
31.584158415841586,362.52017272211765,33,mean
31.584158415841586,681.9034326340208,33,up
31.584158415841586,51.94748549743963,33,down
32.475247524752476,366.72918393160853,34,mean
32.475247524752476,677.3018711562868,34,up
32.475247524752476,49.548567191511665,34,down
33.46534653465346,357.7005277620269,35,mean
33.46534653465346,681.4890740175425,35,up
33.46534653465346,42.722554193736414,35,down
34.65346534653466,357.4388275831984,36,mean
34.65346534653466,696.6458760413577,36,up
34.65346534653466,13.82649278142685,36,down
35.64356435643565,348.4101714136168,37,mean
35.64356435643565,722.8595106206756,37,up
35.64356435643565,-19.431238278023102,37,down
36.63366336633664,343.78680158764746,38,mean
36.63366336633664,762.289004230829,38,up
36.63366336633664,-81.32333057095434,38,down
37.524752475247524,334.77995376630156,39,mean
37.524752475247524,817.1588083918612,39,up
37.57425742574258,-149.81244820518668,39,down
38.415841584158414,325.77310594495543,40,mean
38.415841584158414,872.0286125528932,40,up
38.41584158415842,-229.29297335020942,40,down
39.40594059405941,312.33916343176134,41,mean
39.40594059405941,959.9162559427816,41,up
39.40594059405941,-346.25114493828596,41,down
40.4950495049505,303.2886989139438,42,mean
40.4950495049505,1074.2138090461076,42,up
40.4950495049505,-463.2311248745975,42,down
