x,y,tuple,type
1.0526315789473681,227.94117647058852,0,mean
1.0526315789473681,332.7205882352996,0,up
1.0526315789473681,136.0294117647013,0,down
2.392344497607654,224.26470588235293,1,mean
2.392344497607654,305.1470588235336,1,up
2.392344497607654,134.19117647058374,1,down
3.9234449760765564,209.55882352941194,2,mean
3.9234449760765564,275.7352941176505,2,up
3.9234449760765564,136.02941176470222,2,down
5.550239234449759,202.20588235294122,3,mean
5.550239234449759,253.6764705882381,3,up
5.550239234449759,139.70588235293803,3,down
7.177033492822964,194.85294117647072,4,mean
7.177033492822964,240.8088235294142,4,up
7.177033492822964,145.22058823529164,4,down
8.995215311004785,191.17647058823536,5,mean
8.995215311004785,231.6176470588257,5,up
8.995215311004785,148.89705882352746,5,down
10.717703349282296,198.52941176470608,6,mean
10.717703349282296,229.77941176470767,6,up
10.717703349282296,154.41176470588016,6,down
12.344497607655505,198.52941176470608,7,mean
12.344497607655505,237.13235294117862,7,up
12.344497607655505,159.92647058823331,7,down
13.97129186602871,209.55882352941194,8,mean
13.97129186602871,244.4852941176489,8,up
13.97129186602871,165.44117647058602,8,down
15.789473684210527,220.5882352941178,9,mean
15.789473684210527,262.8676470588257,9,up
15.789473684210527,178.30882352940966,9,down
17.511961722488035,238.97058823529437,10,mean
17.511961722488035,279.4117647058847,10,up
17.511961722488035,193.01470588235088,10,down
18.94736842105263,261.0294117647061,11,mean
18.94736842105263,303.308823529414,11,up
18.94736842105263,218.74999999999795,11,down
20.574162679425836,283.0882352941178,12,mean
20.574162679425836,325.3676470588257,12,up
20.574162679425836,240.80882352940966,12,down
22.105263157894736,301.4705882352944,13,mean
22.105263157894736,341.9117647058847,13,up
22.105263157894736,259.19117647058624,13,down
23.732057416267946,316.17647058823536,14,mean
23.732057416267946,354.7794117647079,14,up
23.732057416267946,272.05882352940966,14,down
25.263157894736846,327.2058823529412,15,mean
25.263157894736846,367.64705882353155,15,up
25.263157894736846,281.2499999999977,15,down
26.698564593301437,330.8823529411766,16,mean
26.698564593301437,367.6470588235313,16,up
26.698564593301437,283.0882352941153,16,down
28.42105263157895,323.5294117647061,17,mean
28.42105263157895,358.45588235294304,17,up
28.42105263157895,284.92647058823354,17,down
30.04784688995215,316.17647058823536,18,mean
30.04784688995215,352.94117647059034,18,up
30.04784688995215,283.0882352941162,18,down
31.86602870813397,312.5000000000002,19,mean
31.86602870813397,347.4264705882372,19,up
31.86602870813397,275.73529411764525,19,down
33.49282296650718,305.1470588235295,20,mean
33.49282296650718,343.7500000000023,20,up
33.49282296650718,270.22058823529255,20,down
35.31100478468899,305.1470588235295,21,mean
35.31100478468899,340.0735294117667,21,up
35.31100478468899,266.54411764705696,21,down
37.224880382775126,301.4705882352944,22,mean
37.224880382775126,332.72058823529596,22,up
37.224880382775126,262.86764705882183,22,down
38.94736842105263,301.4705882352944,23,mean
38.94736842105263,334.55882352941376,23,up
38.94736842105263,261.02941176470404,23,down
40.95693779904306,305.1470588235295,24,mean
40.95693779904306,341.9117647058845,24,up
40.95693779904306,262.8676470588216,24,down
42.58373205741627,305.1470588235295,25,mean
42.58373205741627,347.42647058823763,25,up
42.58373205741627,257.35294117646845,25,down
44.21052631578948,305.1470588235295,26,mean
44.21052631578948,358.4558823529442,26,up
44.21052631578948,255.51470588235065,26,down
45.933014354066984,308.82352941176487,27,mean
45.933014354066984,375.00000000000364,27,up
45.933014354066984,248.16176470587948,27,down
47.942583732057415,319.8529411764707,28,mean
47.942583732057415,397.0588235294158,28,up
47.942583732057415,235.2941176470547,28,down
49.66507177033493,323.5294117647061,29,mean
49.66507177033493,419.11764705882865,29,up
49.66507177033493,226.10294117646572,29,down
51.38755980861245,334.55882352941194,30,mean
51.38755980861245,452.20588235294736,30,up
51.38755980861245,211.39705882352314,30,down
53.205741626794264,341.91176470588243,31,mean
53.205741626794264,494.48529411765503,31,up
53.205741626794264,193.01470588234542,31,down
54.83253588516746,349.2647058823529,32,mean
54.83253588516746,534.9264705882449,32,up
54.83253588516746,178.30882352940307,32,down
