x,y,tuple,type
10,3.21933333333333,0,mean
10,28.48895,0,up
10,0.1399,0,down
16,10.2355307692308,1,mean
16,75.8195,1,up
16,0.259025,1,down
22,12.3391267605634,2,mean
22,35.96725,2,up
22,0.383,2,down
29,9.54328571428571,3,mean
29,20.35485,3,up
29,0.8645,3,down
