x,y,tuple,type
9,5.641791045,0,mean
9,9.057172575,0,up
9,3.682633147,0,down
12,6.835820896,1,mean
12,8.240396312,1,up
12,5.192073762,1,down
15,6.71641791,2,mean
15,9.027907551,2,up
15,5.338046295,2,down
18,6.119402985,3,mean
18,7.729668741,3,up
18,4.922165612,3,down
21,6.358208955,4,mean
21,7.875464979,4,up
21,5.2283906,4,down
24,6.955223881,5,mean
24,7.379722511,5,up
24,6.016078134,5,down
